comment_id,seg_id,rb_seg_text,uns_seg_text,hyb_seg_text,seg_text,rb_terms_raw,unsup_terms_raw,hyb_terms_raw,rb_terms,unsup_terms,hyb_terms,silver_terms_raw,n_silver_raw,rule_based_prec_raw,rule_based_rec_raw,unsupervised_prec_raw,unsupervised_rec_raw,hybrid_topk_prec_raw,hybrid_topk_rec_raw
374,3,"Pemerintah Pusat sedang ngepush EV sekaligus transisi Pembangkit Listriknya, lihat aja rencana-rencana tentang pembangunan PLTS/PLTB/reneawble lainnya sekaligus penonaktifan PLTU/PLTD.","Pemerintah Pusat sedang ngepush EV sekaligus transisi Pembangkit Listriknya, lihat aja rencana-rencana tentang pembangunan PLTS/PLTB/reneawble lainnya sekaligus penonaktifan PLTU/PLTD.","Pemerintah Pusat sedang ngepush EV sekaligus transisi Pembangkit Listriknya, lihat aja rencana-rencana tentang pembangunan PLTS/PLTB/reneawble lainnya sekaligus penonaktifan PLTU/PLTD.","Pemerintah Pusat sedang ngepush EV sekaligus transisi Pembangkit Listriknya, lihat aja rencana-rencana tentang pembangunan PLTS/PLTB/reneawble lainnya sekaligus penonaktifan PLTU/PLTD.","['pemerintah pusat', 'ev transisi', 'transisi pembangkit', 'pembangkit listrik', 'listrik', 'rencana-rencana', 'pembangunan plts penonaktifan', 'plts pltb', 'pltb reneawble', 'reneawble', 'penonaktifan pltu', 'pltu pltd', 'pltd', 'pemerintah', 'ev']","['rencana', 'pemerintah', 'listrik', 'pembangunan', 'pembangkit', 'pltu', 'plts']","['rencana rencana', 'rencana', 'pembangunan plts penonaktifan']","['pemerintah pusat', 'ev transisi', 'transisi pembangkit', 'pembangkit listrik', 'listrik', 'rencana-rencana', 'pembangunan plts penonaktifan', 'plts pltb', 'pltb reneawble', 'reneawble', 'penonaktifan pltu', 'pltu pltd', 'pltd', 'pemerintah', 'ev']","['rencana', 'pemerintah', 'listrik', 'pembangunan', 'pembangkit', 'pltu', 'plts']","['rencana rencana', 'rencana', 'pembangunan plts penonaktifan']","['listrik', 'pemerintah']",2,0.13333333333333333,1.0,0.2857142857142857,1.0,0.0,0.0
375,0,soalnya kan si Lord itu cuan industri nikel...,soalnya kan si Lord itu cuan industri nikel...,soalnya kan si Lord itu cuan industri nikel...,soalnya kan si Lord itu cuan industri nikel...,"['luhut', 'cuan industri', 'industri nikel']",['industri'],"['industri nikel', 'cuan industri', 'industri']","['luhut', 'cuan industri', 'industri nikel']",['industri'],"['industri nikel', 'cuan industri', 'industri']",[],0,0.0,0.0,0.0,0.0,0.0,0.0
375,1,ato kroni2 nya jg importir mobil EV...,ato kroni2 nya jg importir mobil EV...,ato kroni2 nya jg importir mobil EV...,ato kroni2 nya jg importir mobil EV...,"['kroni', 'importir mobil', 'mobil ev', 'ev']","['importir', 'mobil', 'kroni', 'ev']","['importir mobil', 'importir', 'mobil ev']","['kroni', 'importir mobil', 'mobil ev', 'ev']","['importir', 'mobil', 'kroni', 'ev']","['importir mobil', 'importir', 'mobil ev']","['ev', 'kroni']",2,0.5,1.0,0.5,1.0,0.0,0.0
375,2,intinya UUD deh kebijakannya politisi indon,intinya UUD deh kebijakannya politisi indon,intinya UUD deh kebijakannya politisi indon,intinya UUD deh kebijakannya politisi indon,"['inti', 'uud kebijakan', 'kebijakan politisi', 'politisi', 'indonesia']",['indonesia'],"['kebijakan politisi', 'uud kebijakan', 'politisi']","['inti', 'uud kebijakan', 'kebijakan politisi', 'politisi', 'indonesia']",['indonesia'],"['kebijakan politisi', 'uud kebijakan', 'politisi']",['indonesia'],1,0.2,1.0,1.0,1.0,0.0,0.0
376,0,Mau minyak atau batu bara yang pasti duitnya bukan ke kantong kita pribadi juga sih.,Mau minyak atau batu bara yang pasti duitnya bukan ke kantong kita pribadi juga sih.,Mau minyak atau batu bara yang pasti duitnya bukan ke kantong kita pribadi juga sih.,Mau minyak atau batu bara yang pasti duitnya bukan ke kantong kita pribadi juga sih.,"['minyak', 'batubara duit', 'duit', 'kantong pribadi']","['minyak', 'batubara']",['kantong pribadi'],"['minyak', 'batubara duit', 'duit', 'kantong pribadi']","['minyak', 'batubara']",['kantong pribadi'],['minyak'],1,0.25,1.0,0.5,1.0,0.0,0.0
376,1,"Bedanya kalau minyak, ya duitnya ke luar Indo dan harganya bukan indo yang kontrol, kalau batu bara /nikel duitnya kebanyakan ke perusahaan indo.","Bedanya kalau minyak, ya duitnya ke luar Indo dan harganya bukan indo yang kontrol, kalau batu bara /nikel duitnya kebanyakan ke perusahaan indo.","Bedanya kalau minyak, ya duitnya ke luar Indo dan harganya bukan indo yang kontrol, kalau batu bara /nikel duitnya kebanyakan ke perusahaan indo.","Bedanya kalau minyak, ya duitnya ke luar Indo dan harganya bukan indo yang kontrol, kalau batu bara /nikel duitnya kebanyakan ke perusahaan indo.","['minyak', 'duit', 'indonesia', 'harga kebanyakan', 'batubara nikel duit', 'nikel', 'perusahaan', 'batubara']","['indonesia', 'minyak', 'batubara', 'perusahaan']",['nikel'],"['minyak', 'duit', 'indonesia', 'harga kebanyakan', 'batubara nikel duit', 'nikel', 'perusahaan', 'batubara']","['indonesia', 'minyak', 'batubara', 'perusahaan']",['nikel'],"['batubara', 'indonesia', 'minyak', 'perusahaan']",4,0.5,1.0,1.0,1.0,0.0,0.0
377,0,ya semua pemerintah munafik semua mao negara apapun jg.,ya semua pemerintah munafik semua mao negara apapun jg.,ya semua pemerintah munafik semua mao negara apapun jg.,ya semua pemerintah munafik semua mao negara apapun jg.,"['pemerintah munafik', 'negara']","['pemerintah', 'negara']",['pemerintah munafik'],"['pemerintah munafik', 'negara']","['pemerintah', 'negara']",['pemerintah munafik'],['negara'],1,0.5,1.0,0.5,1.0,0.0,0.0
377,1,everyman for himself.,everyman for himself.,everyman for himself.,everyman for himself.,['everyman'],['everyman'],['everyman'],['everyman'],['everyman'],['everyman'],['everyman'],1,1.0,1.0,1.0,1.0,1.0,1.0
378,0,It rhymes with lobby auto industry.,It rhymes with lobby auto industry.,It rhymes with lobby auto industry.,It rhymes with lobby auto industry.,"['rhymes', 'lobby otomatis industry', 'industry']","['industry', 'lobby', 'rhymes']","['lobby otomatis industry', 'industry', 'lobby']","['rhymes', 'lobby otomatis industry', 'industry']","['industry', 'lobby', 'rhymes']","['lobby otomatis industry', 'industry', 'lobby']","['industry', 'rhymes']",2,0.6666666666666666,1.0,0.6666666666666666,1.0,0.3333333333333333,0.5
379,0,karena orang kalau dikasih pilihan bakal banyak yang tetep milih kendaraan pribadi.,karena orang kalau dikasih pilihan bakal banyak yang tetep milih kendaraan pribadi.,karena orang kalau dikasih pilihan bakal banyak yang tetep milih kendaraan pribadi.,karena orang kalau dikasih pilihan bakal banyak yang tetep milih kendaraan pribadi.,"['pilihan', 'kendaraan pribadi', 'kendaraan']",['pilihan'],"['kendaraan pribadi', 'pilihan', 'kendaraan']","['pilihan', 'kendaraan pribadi', 'kendaraan']",['pilihan'],"['kendaraan pribadi', 'pilihan', 'kendaraan']",['pilihan'],1,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0
379,1,Walaupun sebagus Jepang atau Singapura angkutan umumnya Jadinya mau nggak mau transisi juga teknologi mobilnya,Walaupun sebagus Jepang atau Singapura angkutan umumnya Jadinya mau nggak mau transisi juga teknologi mobilnya,Walaupun sebagus Jepang atau Singapura angkutan umumnya Jadinya mau nggak mau transisi juga teknologi mobilnya,Walaupun sebagus Jepang atau Singapura angkutan umumnya Jadinya mau nggak mau transisi juga teknologi mobilnya,"['jepang', 'singapura', 'angkutan', 'transisi teknologi', 'teknologi mobil', 'mobil', 'transisi']","['teknologi', 'jepang']","['transisi teknologi', 'singapura', 'angkutan']","['jepang', 'singapura', 'angkutan', 'transisi teknologi', 'teknologi mobil', 'mobil', 'transisi']","['teknologi', 'jepang']","['transisi teknologi', 'singapura', 'angkutan']",['jepang'],1,0.14285714285714285,1.0,0.5,1.0,0.0,0.0
380,0,"tergantung bro, kalo lu naek transportasi public yg bagus kayak singapore, nyampe kantor cuman 1 jam vs nyetir macet2an 2 jam, lu milih mana?","tergantung bro, kalo lu naek transportasi public yg bagus kayak singapore, nyampe kantor cuman 1 jam vs nyetir macet2an 2 jam, lu milih mana?","tergantung bro, kalo lu naek transportasi public yg bagus kayak singapore, nyampe kantor cuman <NUM> jam vs nyetir macet2an <NUM> jam, lu milih mana?","tergantung bro, kalo lu naek transportasi public yg bagus kayak singapore, nyampe kantor cuman <NUM> jam vs nyetir macet2an <NUM> jam, lu milih mana?","['transportasi public', 'public', 'singapore', 'kantor', 'jam', 'nyetir', 'nyetir macet2an', 'macet2an jam', 'transportasi']",[],"['singapore', 'transportasi public', 'transportasi']","['transportasi public', 'public', 'singapore', 'kantor', 'jam', 'nyetir', 'nyetir macet2an', 'macet2an jam', 'transportasi']",[],"['singapore', 'transportasi public', 'transportasi']",[],0,0.0,0.0,1.0,1.0,0.0,0.0
380,1,"skr kan soalnya transportasi publik jakarta ini uda jelek, lebih lama...","skr kan soalnya transportasi publik jakarta ini uda jelek, lebih lama...","skr kan soalnya transportasi publik jakarta ini uda jelek, lebih lama...","skr kan soalnya transportasi publik jakarta ini uda jelek, lebih lama...","['jelek', 'transportasi publik', 'publik jakarta', 'jakarta']",['jakarta'],"['transportasi publik', 'publik jakarta', 'jakarta']","['jelek', 'transportasi publik', 'publik jakarta', 'jakarta']",['jakarta'],"['transportasi publik', 'publik jakarta', 'jakarta']",['jakarta'],1,0.25,1.0,1.0,1.0,0.3333333333333333,1.0
380,2,"blon lg aksesnya susah, end point nya perlu naek ojek lg...","blon lg aksesnya susah, end point nya perlu naek ojek lg...","blon lg aksesnya susah, end point nya perlu naek ojek lg...","blon lg aksesnya susah, end point nya perlu naek ojek lg...","['akses', 'point', 'ojek']",[],"['point', 'ojek']","['akses', 'point', 'ojek']",[],"['point', 'ojek']",[],0,0.0,0.0,1.0,1.0,0.0,0.0
381,0,"Diluar angkot (tidak diatur langsung oleh pemerintah) dan akses poin, yakin bro transportasi nya yang jelek?","Diluar angkot (tidak diatur langsung oleh pemerintah) dan akses poin, yakin bro transportasi nya yang jelek?","Diluar angkot (tidak diatur langsung oleh pemerintah) dan akses poin, yakin bro transportasi nya yang jelek?","Diluar angkot (tidak diatur langsung oleh pemerintah) dan akses poin, yakin bro transportasi nya yang jelek?","['angkot', 'pemerintah', 'akses poin', 'poin', 'transportasi']",['pemerintah'],"['transportasi', 'akses poin', 'angkot']","['angkot', 'pemerintah', 'akses poin', 'poin', 'transportasi']",['pemerintah'],"['transportasi', 'akses poin', 'angkot']",['pemerintah'],1,0.2,1.0,1.0,1.0,0.0,0.0
381,1,"Dari yang saya lihat, sebenernya masyarakat sendiri yang bikin kita tidak nyaman menggunakan transportasi umum.","Dari yang saya lihat, sebenernya masyarakat sendiri yang bikin kita tidak nyaman menggunakan transportasi umum.","Dari yang saya lihat, sebenernya masyarakat sendiri yang bikin kita tidak nyaman menggunakan transportasi umum.","Dari yang saya lihat, sebenernya masyarakat sendiri yang bikin kita tidak nyaman menggunakan transportasi umum.","['masyarakat', 'transportasi']",['masyarakat'],['transportasi'],"['masyarakat', 'transportasi']",['masyarakat'],['transportasi'],['masyarakat'],1,0.5,1.0,1.0,1.0,0.0,0.0
382,0,Gua sih tetep mobil kayak sekarang di Jakarta buat commute.,Gua sih tetep mobil kayak sekarang di Jakarta buat commute.,Gua sih tetep mobil kayak sekarang di Jakarta buat commute.,Gua sih tetep mobil kayak sekarang di Jakarta buat commute.,"['mobil', 'jakarta', 'commute']","['mobil', 'jakarta']","['mobil', 'commute', 'jakarta']","['mobil', 'jakarta', 'commute']","['mobil', 'jakarta']","['mobil', 'commute', 'jakarta']","['jakarta', 'mobil']",2,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0
382,1,"Kalau serame itu sampai macet, pasti public transport juga ramai banget dan belum tentu kebagian space.","Kalau serame itu sampai macet, pasti public transport juga ramai banget dan belum tentu kebagian space.","Kalau serame itu sampai macet, pasti public transport juga ramai banget dan belum tentu kebagian space.","Kalau serame itu sampai macet, pasti public transport juga ramai banget dan belum tentu kebagian space.","['public transport', 'transport', 'space', 'public']","['transport', 'public', 'space', 'macet']","['public transport', 'transport', 'public']","['public transport', 'transport', 'space', 'public']","['transport', 'public', 'space', 'macet']","['public transport', 'transport', 'public']","['public', 'space', 'transport']",3,0.75,1.0,0.75,1.0,0.6666666666666666,0.6666666666666666
382,2,Kalau weekend lebih nyantai baru gua pakai krl sama busway,Kalau weekend lebih nyantai baru gua pakai krl sama busway,Kalau weekend lebih nyantai baru gua pakai krl sama busway,Kalau weekend lebih nyantai baru gua pakai krl sama busway,"['weekend', 'krl busway', 'busway', 'krl']",[],"['krl busway', 'busway', 'weekend']","['weekend', 'krl busway', 'busway', 'krl']",[],"['krl busway', 'busway', 'weekend']",[],0,0.0,0.0,1.0,1.0,0.0,0.0
383,0,kalau masalah nyaman2an sih gw nyaman aja.,kalau masalah nyaman2an sih gw nyaman aja.,kalau masalah nyaman2an sih gw nyaman aja.,kalau masalah nyaman2an sih gw nyaman aja.,"['nyaman2an nyaman', 'nyaman2an']",['nyaman2an'],"['nyaman2an nyaman', 'nyaman2an']","['nyaman2an nyaman', 'nyaman2an']",['nyaman2an'],"['nyaman2an nyaman', 'nyaman2an']",['nyaman2an'],1,0.5,1.0,1.0,1.0,0.5,1.0
383,1,"Masalahnya naik mobil udah pasti macet, bisa berjam2.","Masalahnya naik mobil udah pasti macet, bisa berjam2.","Masalahnya naik mobil udah pasti macet, bisa berjam2.","Masalahnya naik mobil udah pasti macet, bisa berjam2.",['mobil'],['mobil'],['mobil'],['mobil'],['mobil'],['mobil'],['mobil'],1,1.0,1.0,1.0,1.0,1.0,1.0
383,2,"Kalau motor itu asap, gw nggak kuat sama asap jalanan Jakarta.","Kalau motor itu asap, gw nggak kuat sama asap jalanan Jakarta.","Kalau motor itu asap, gw nggak kuat sama asap jalanan Jakarta.","Kalau motor itu asap, gw nggak kuat sama asap jalanan Jakarta.","['motor', 'secepat jalanan', 'jalanan jakarta', 'jakarta', 'secepat']",['jakarta'],"['motor', 'jalanan jakarta', 'secepat jalanan']","['motor', 'secepat jalanan', 'jalanan jakarta', 'jakarta', 'secepat']",['jakarta'],"['motor', 'jalanan jakarta', 'secepat jalanan']",['jakarta'],1,0.2,1.0,1.0,1.0,0.0,0.0
383,3,Yg kurang itu halte dan stasiun.,Yg kurang itu halte dan stasiun.,Yg kurang itu halte dan stasiun.,Yg kurang itu halte dan stasiun.,"['halte', 'stasiun']","['stasiun', 'halte']","['stasiun', 'halte']","['halte', 'stasiun']","['stasiun', 'halte']","['stasiun', 'halte']","['halte', 'stasiun']",2,1.0,1.0,1.0,1.0,1.0,1.0
383,4,Karena sering kali kalau ngikutin jalur yg udah ada malah muter jadinya lebih lama.,Karena sering kali kalau ngikutin jalur yg udah ada malah muter jadinya lebih lama.,Karena sering kali kalau ngikutin jalur yg udah ada malah muter jadinya lebih lama.,Karena sering kali kalau ngikutin jalur yg udah ada malah muter jadinya lebih lama.,['jalur'],[],['jalur'],['jalur'],[],['jalur'],[],0,0.0,0.0,1.0,1.0,0.0,0.0
384,0,"ya semua gara2 sutikonto, org budget mrt dia malah bikin busway.","ya semua gara2 sutikonto, org budget mrt dia malah bikin busway.","ya semua gara2 sutikonto, org budget mrt dia malah bikin busway.","ya semua gara2 sutikonto, org budget mrt dia malah bikin busway.","['sutikonto', 'budget', 'budget mrt', 'mrt', 'busway']","['budget', 'busway', 'sutikonto', 'mrt']","['budget', 'budget mrt', 'busway']","['sutikonto', 'budget', 'budget mrt', 'mrt', 'busway']","['budget', 'busway', 'sutikonto', 'mrt']","['budget', 'budget mrt', 'busway']","['budget', 'busway', 'mrt', 'sutikonto']",4,0.8,1.0,1.0,1.0,0.6666666666666666,0.5
384,1,kl moda nya masih roda empat ya kena macet jg.,kl moda nya masih roda empat ya kena macet jg.,kl moda nya masih roda empat ya kena macet jg.,kl moda nya masih roda empat ya kena macet jg.,"['moda', 'roda', 'macet']",[],"['roda', 'moda', 'macet']","['moda', 'roda', 'macet']",[],"['roda', 'moda', 'macet']",[],0,0.0,0.0,1.0,1.0,0.0,0.0
384,2,"emang aneh knp halte nya d kanan bukan d kiri jalanan, mao gaya kereta tp pake bus.","emang aneh knp halte nya d kanan bukan d kiri jalanan, mao gaya kereta tp pake bus.","emang aneh knp halte nya d kanan bukan d kiri jalanan, mao gaya kereta tp pake bus.","emang aneh knp halte nya d kanan bukan d kiri jalanan, mao gaya kereta tp pake bus.","['halte', 'kanan', 'kiri jalanan', 'jalanan', 'gaya', 'gaya kereta', 'kereta', 'bus']",[],"['kiri jalanan', 'bus', 'kanan']","['halte', 'kanan', 'kiri jalanan', 'jalanan', 'gaya', 'gaya kereta', 'kereta', 'bus']",[],"['kiri jalanan', 'bus', 'kanan']",[],0,0.0,0.0,1.0,1.0,0.0,0.0
384,3,semua tanggung.,semua tanggung.,semua tanggung.,semua tanggung.,['tanggung'],['tanggung'],['tanggung'],['tanggung'],['tanggung'],['tanggung'],['tanggung'],1,1.0,1.0,1.0,1.0,1.0,1.0
385,0,It s always about the Benjamin,It s always about the Benjamin,It s always about the Benjamin,It s always about the Benjamin,['always'],['always'],['always'],['always'],['always'],['always'],['always'],1,1.0,1.0,1.0,1.0,1.0,1.0
386,0,Kalo ganti EV artinya byk yg beli mobil baru.,Kalo ganti EV artinya byk yg beli mobil baru.,Kalo ganti EV artinya byk yg beli mobil baru.,Kalo ganti EV artinya byk yg beli mobil baru.,"['ev arti', 'arti', 'mobil', 'ev']","['mobil', 'beli']","['mobil', 'ev arti', 'ev']","['ev arti', 'arti', 'mobil', 'ev']","['mobil', 'beli']","['mobil', 'ev arti', 'ev']",['mobil'],1,0.25,1.0,0.5,1.0,0.3333333333333333,1.0
386,1,"Kalo transportasi masif umum, gak ada yg beli mobil baru.","Kalo transportasi masif umum, gak ada yg beli mobil baru.","Kalo transportasi masif umum, gak ada yg beli mobil baru.","Kalo transportasi masif umum, gak ada yg beli mobil baru.","['transportasi masif', 'mobil']",['mobil'],"['mobil', 'transportasi masif']","['transportasi masif', 'mobil']",['mobil'],"['mobil', 'transportasi masif']",['mobil'],1,0.5,1.0,1.0,1.0,0.5,1.0
386,2,Yg byk kasih duit ke politikus sapa coba?,Yg byk kasih duit ke politikus sapa coba?,Yg byk kasih duit ke politikus sapa coba?,Yg byk kasih duit ke politikus sapa coba?,"['kasih duit', 'duit', 'politikus sapa', 'sapa']","['duit', 'kasih']","['politikus sapa', 'kasih duit', 'duit']","['kasih duit', 'duit', 'politikus sapa', 'sapa']","['duit', 'kasih']","['politikus sapa', 'kasih duit', 'duit']",['duit'],1,0.25,1.0,0.5,1.0,0.3333333333333333,1.0
387,0,Lo punya uang lo punya kuasa,Lo punya uang lo punya kuasa,Lo punya uang lo punya kuasa,Lo punya uang lo punya kuasa,"['uang', 'kuasa']",['uang'],"['uang', 'kuasa']","['uang', 'kuasa']",['uang'],"['uang', 'kuasa']",['uang'],1,0.5,1.0,1.0,1.0,0.5,1.0
388,0,paling nggak mindahin dari pusat populasi ke antah berantah.,paling nggak mindahin dari pusat populasi ke antah berantah.,paling nggak mindahin dari pusat populasi ke antah berantah.,paling nggak mindahin dari pusat populasi ke antah berantah.,"['pusat populasi', 'populasi', 'antah berantah', 'berantah', 'pusat']","['populasi', 'pusat', 'antah']","['pusat populasi', 'populasi', 'pusat']","['pusat populasi', 'populasi', 'antah berantah', 'berantah', 'pusat']","['populasi', 'pusat', 'antah']","['pusat populasi', 'populasi', 'pusat']","['populasi', 'pusat']",2,0.4,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0
389,0,Asap aja sejauh Riau ke Singapore nyampe Mau pindahin beda pulau juga tetep bakal nyampe asapnya,Asap aja sejauh Riau ke Singapore nyampe Mau pindahin beda pulau juga tetep bakal nyampe asapnya,Asap aja sejauh Riau ke Singapore nyampe Mau pindahin beda pulau juga tetep bakal nyampe asapnya,Asap aja sejauh Riau ke Singapore nyampe Mau pindahin beda pulau juga tetep bakal nyampe asapnya,"['riau', 'singapore', 'beda pulau', 'asap', 'pulau']",['pulau'],"['singapore', 'beda pulau', 'asap']","['riau', 'singapore', 'beda pulau', 'asap', 'pulau']",['pulau'],"['singapore', 'beda pulau', 'asap']",['pulau'],1,0.2,1.0,1.0,1.0,0.0,0.0
390,0,Tbf ga cm endonesia sih.,Tbf ga cm endonesia sih.,Tbf ga cm endonesia sih.,Tbf ga cm endonesia sih.,"['tbf', 'indonesia']",['indonesia'],['tbf'],"['tbf', 'indonesia']",['indonesia'],['tbf'],['indonesia'],1,0.5,1.0,1.0,1.0,0.0,0.0
390,1,Bnyk yg ke makan sm logic ini.,Bnyk yg ke makan sm logic ini.,Bnyk yg ke makan sm logic ini.,Bnyk yg ke makan sm logic ini.,['logic'],[],['logic'],['logic'],[],['logic'],[],0,0.0,0.0,1.0,1.0,0.0,0.0
391,0,Orang california yang ktnya plg getol aja.,Orang california yang ktnya plg getol aja.,Orang california yang ktnya plg getol aja.,Orang california yang ktnya plg getol aja.,['california'],['california'],['california'],['california'],['california'],['california'],['california'],1,1.0,1.0,1.0,1.0,1.0,1.0
391,1,Tiap winter / heatwave minta tidak charge ev koq.,Tiap winter / heatwave minta tidak charge ev koq.,Tiap winter / heatwave minta tidak charge ev koq.,Tiap winter / heatwave minta tidak charge ev koq.,"['winter heatwave', 'heatwave', 'isi daya', 'daya ev', 'ev', 'winter', 'isi']",['daya'],"['winter heatwave', 'winter', 'heatwave']","['winter heatwave', 'heatwave', 'isi daya', 'daya ev', 'ev', 'winter', 'isi']",['daya'],"['winter heatwave', 'winter', 'heatwave']",[],0,0.0,0.0,0.0,0.0,0.0,0.0
391,2,Sok2an mandate semua harus ev.,Sok2an mandate semua harus ev.,Sok2an mandate semua harus ev.,Sok2an mandate semua harus ev.,"['sok2an mandate', 'mandate', 'ev']","['mandate', 'ev']","['sok2an mandate', 'mandate', 'ev']","['sok2an mandate', 'mandate', 'ev']","['mandate', 'ev']","['sok2an mandate', 'mandate', 'ev']","['ev', 'mandate']",2,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0
391,3,Itu lgi banyak perlawanan.,Itu lgi banyak perlawanan.,Itu lgi banyak perlawanan.,Itu lgi banyak perlawanan.,['perlawanan'],['perlawanan'],['perlawanan'],['perlawanan'],['perlawanan'],['perlawanan'],['perlawanan'],1,1.0,1.0,1.0,1.0,1.0,1.0
391,4,Cek bill S 2090 Preserving choice of vehicle purchasing act udah pass house.,Cek bill S 2090 Preserving choice of vehicle purchasing act udah pass house.,Cek bill S <NUM> Preserving choice of vehicle purchasing act udah pass house.,Cek bill S <NUM> Preserving choice of vehicle purchasing act udah pass house.,"['cek', 'bill']",[],"['bill', 'cek']","['cek', 'bill']",[],"['bill', 'cek']",[],0,0.0,0.0,1.0,1.0,0.0,0.0
391,5,Tinggal bawa ke congress Ini syahwat partai democrat sana mungkin banyak saham di tesla dan perusahaan battery lain,Tinggal bawa ke congress Ini syahwat partai democrat sana mungkin banyak saham di tesla dan perusahaan battery lain,Tinggal bawa ke congress Ini syahwat partai democrat sana mungkin banyak saham di tesla dan perusahaan battery lain,Tinggal bawa ke congress Ini syahwat partai democrat sana mungkin banyak saham di tesla dan perusahaan battery lain,"['congress', 'syahwat partai saham', 'partai democrat', 'democrat', 'saham', 'tesla', 'perusahaan baterai', 'baterai']","['baterai', 'perusahaan']","['partai democrat', 'democrat', 'congress']","['congress', 'syahwat partai saham', 'partai democrat', 'democrat', 'saham', 'tesla', 'perusahaan baterai', 'baterai']","['baterai', 'perusahaan']","['partai democrat', 'democrat', 'congress']",['baterai'],1,0.125,1.0,0.5,1.0,0.0,0.0
392,0,"Sebenarnya sih karena polusinya jadi terkonsentrasi di PLTU lebih gampang filternya, bisa pasang carbon capture di cerobong asapnya","Sebenarnya sih karena polusinya jadi terkonsentrasi di PLTU lebih gampang filternya, bisa pasang carbon capture di cerobong asapnya","Sebenarnya sih karena polusinya jadi terkonsentrasi di PLTU lebih gampang filternya, bisa pasang carbon capture di cerobong asapnya","Sebenarnya sih karena polusinya jadi terkonsentrasi di PLTU lebih gampang filternya, bisa pasang carbon capture di cerobong asapnya","['polusi', 'pltu', 'filter', 'carboncapture', 'cerobong asap', 'asap']",['pltu'],"['filter', 'carboncapture', 'cerobong asap']","['polusi', 'pltu', 'filter', 'carboncapture', 'cerobong asap', 'asap']",['pltu'],"['filter', 'carboncapture', 'cerobong asap']",['pltu'],1,0.16666666666666666,1.0,1.0,1.0,0.0,0.0
392,1,"misalnya jadi ga sejelek cerobong asap mini berjalan yang ada di kendaraan bermotor, lalu","misalnya jadi ga sejelek cerobong asap mini berjalan yang ada di kendaraan bermotor, lalu","misalnya jadi ga sejelek cerobong asap mini berjalan yang ada di kendaraan bermotor, lalu","misalnya jadi ga sejelek cerobong asap mini berjalan yang ada di kendaraan bermotor, lalu","['cerobong', 'mini', 'kendaraan bermotor', 'kendaraan']","['mini', 'kendaraan', 'cerobong']","['kendaraan', 'mini', 'kendaraan bermotor']","['cerobong', 'mini', 'kendaraan bermotor', 'kendaraan']","['mini', 'kendaraan', 'cerobong']","['kendaraan', 'mini', 'kendaraan bermotor']","['cerobong', 'kendaraan', 'mini']",3,0.75,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666
392,2,karena efisiensi PLTU lebih bagus daripada kendaraan bermotor maka secara net emission juga lebih rendah.,karena efisiensi PLTU lebih bagus daripada kendaraan bermotor maka secara net emission juga lebih rendah.,karena efisiensi PLTU lebih bagus daripada kendaraan bermotor maka secara net emission juga lebih rendah.,karena efisiensi PLTU lebih bagus daripada kendaraan bermotor maka secara net emission juga lebih rendah.,"['efisiensi pltu bagus', 'pltu', 'kendaraan bermotor', 'net', 'emission', 'efisiensi', 'kendaraan']","['efisiensi', 'pltu']","['efisiensi pltu bagus', 'efisiensi', 'kendaraan']","['efisiensi pltu bagus', 'pltu', 'kendaraan bermotor', 'net', 'emission', 'efisiensi', 'kendaraan']","['efisiensi', 'pltu']","['efisiensi pltu bagus', 'efisiensi', 'kendaraan']","['efisiensi', 'pltu']",2,0.2857142857142857,1.0,1.0,1.0,0.3333333333333333,0.5
392,3,"Tetap saja kalau listriknya dari geothermal atau nuklir itu pasti lebih bagus daripada batu bara, cuma PLTU ga sejelek yang digambarkan.","Tetap saja kalau listriknya dari geothermal atau nuklir itu pasti lebih bagus daripada batu bara, cuma PLTU ga sejelek yang digambarkan.","Tetap saja kalau listriknya dari geothermal atau nuklir itu pasti lebih bagus daripada batu bara, cuma PLTU ga sejelek yang digambarkan.","Tetap saja kalau listriknya dari geothermal atau nuklir itu pasti lebih bagus daripada batu bara, cuma PLTU ga sejelek yang digambarkan.","['listrik', 'geothermal', 'nuklir', 'batubara', 'pltu']","['geothermal', 'nuklir', 'batubara', 'listrik', 'pltu']","['geothermal', 'nuklir', 'pltu']","['listrik', 'geothermal', 'nuklir', 'batubara', 'pltu']","['geothermal', 'nuklir', 'batubara', 'listrik', 'pltu']","['geothermal', 'nuklir', 'pltu']","['batubara', 'geothermal', 'listrik', 'nuklir', 'pltu']",5,1.0,1.0,1.0,1.0,1.0,0.6
393,0,Masalahnya carbon capture belum belum diimplementasi.,Masalahnya carbon capture belum belum diimplementasi.,Masalahnya carbon capture belum belum diimplementasi.,Masalahnya carbon capture belum belum diimplementasi.,['carboncapture'],['carboncapture'],['carboncapture'],['carboncapture'],['carboncapture'],['carboncapture'],['carboncapture'],1,1.0,1.0,1.0,1.0,1.0,1.0
